키워드,언론사,기사명,날짜,URL
아시아경제,[대선 D-6개월]'20대·코로나·북핵'이 내년 대선 승패 가른다,7면 TOP,https://view.asiae.co.kr/article/2021090814143006714,박영선 백신
데일리안,[데일리안 오늘뉴스 종합] 아스트라제네카 백신 접종 재개…30세 미만은 제외...,2021.04.11.,https://www.dailian.co.kr/news/view/981034/?sc=Naver,박영선 백신
오마이뉴스,"[백신 토론] '작정하고 트집' 오세훈, '허술한 방어' 박영선",2021.04.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002731786&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,박영선 백신
이데일리,"오세훈 ""백신 접종 OECD 꼴찌"" vs 박영선 ""경제성장률은 1등""",2021.03.31.,http://www.edaily.co.kr/news/newspath.asp?newsid=01148006628988896,박영선 백신
채널A,[여랑야랑]‘사라진 백신 휴가?’ / 오세훈 “박영선 후보님 칭찬합니다”,2021.03.28.,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000243881,박영선 백신
뉴시스,"[4·7재보선]박영선 ""2%씩 지지 올릴 것""…고3 백신 접종 제안(종합)",2021.03.25.,http://www.newsis.com/view/?id=NISX20210325_0001383953&cID=10301&pID=10300,박영선 백신
e대한경제,박영선 출정식 개최…젊은 층 표심 겨냥 “고3 전원 백신 접종 실현”,2021.03.25.,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202103251443252480384,박영선 백신
인천뉴스,"박영선 후보 ""고3 수험생, 백신 맞추자"" 전격 제안",2021.03.26.,http://www.incheonnews.com/news/articleView.html?idxno=401352,박영선 백신
여성조선,"[슬기로운 해독뉴스 165] 박영선 ‘무인 편의점’ 발언 논란, “달나라에서 왔...",2021.03.25.,http://woman.chosun.com/client/news/viw.asp?cate=C08&mcate=M1001&nNewsNumb=20210375148,박영선 백신
더팩트,"박영선, 1년 전 기사로 ""백신 집단면역 설명 가능""…野 ""공부 하시라""",2021.03.31.,http://news.tf.co.kr/read/ptoday/1851379.htm,박영선 백신
매일경제,백신 무주권국의 비애…모더나 '공급지연' 일방 통보에도 한마디 못하는 정부,A5면 TOP,http://news.mk.co.kr/newsRead.php?no=725452&year=2021,박영선 백신
뉴시스,"박영선, 구로 출정식서 학부모 공약…""고3 백신 우선 접종""",2021.03.25.,http://www.newsis.com/view/?id=NISX20210325_0001383443&cID=10303&pID=10300,박영선 백신
KBS,"박영선, 구로서 출정식…“고3 수험생 코로나 백신 우선 접종”",2021.03.26.,http://news.kbs.co.kr/news/view.do?ncd=5148039&ref=A,박영선 백신
천지일보,[천지일보 이슈종합] 오세훈 안철수 단일화 여론조사·박영선 도쿄 아파트·L...,2021.03.22.,http://www.newscj.com/news/articleView.html?idxno=840459,박영선 백신
천지일보,[천지일보 주간핫이슈10] 문재인 대통령 지지율·부동산·북한 미사일 발사·...,2021.03.27.,http://www.newscj.com/news/articleView.html?idxno=842903,박영선 백신
TV조선,"[단독] 박영선 ""내 제안으로 여름방학 고3 백신"" 주장에 질병청 ""미정"" 반박",2021.04.01.,http://news.tvchosun.com/site/data/html_dir/2021/04/01/2021040190074.html,박영선 백신
파이낸셜뉴스,"[단독]박영선 ""오늘 이스라엘이 韓 백신정책 칭찬""..오늘 아닌 1년 전이었다",2021.03.31.,http://www.fnnews.com/news/202103310217046712,박영선 백신
국민일보,‘텃밭’ 구로 찾은 박영선…“고3엔 화이자백신. 2%씩 지지율 올린다”,2021.03.25.,http://news.kmib.co.kr/article/view.asp?arcid=0015672282&code=61111111&cp=nv,박영선 백신
아주경제,"[4‧7 재보선] 박영선 첫 행보는 현충원 참배·백신 현장 방문...""서울시민 말...",2021.03.02.,http://www.ajunews.com/view/20210302105453956,박영선 백신
TV조선,"박영선, 오늘 아닌 1년 전 기사로 '백신 방어' 논란…""착각한 것, 죄송""",2021.03.31.,http://news.tvchosun.com/site/data/html_dir/2021/03/31/2021033190058.html,박영선 백신
매일신문,"[관풍루] 박영선, “이스라엘 총리가 백신 면역 비결 한국에서 배웠다고 한다...",26면 1단,https://news.imaeil.com/InnerColumn/2021033117560338462,박영선 백신
BBS NEWS,"박영선ㆍ우상호 ""의사협회 입법 백신 방역 연계"" 비난",2021.02.22.,https://news.bbsi.co.kr/news/articleView.html?idxno=3022735,박영선 백신
문화일보,"‘與 서울시장 후보’ 박영선, 첫 행보는 ‘백신접종 현장’",6면 1단,http://www.munhwa.com/news/view.html?no=2021030201070609317001,박영선 백신
KBS,"박영선, 모더나 CEO와 백신 생산공장 공동 설립 논의",2021.01.20.,http://news.kbs.co.kr/news/view.do?ncd=5099192&ref=A,박영선 백신
서울신문,풍림파마텍 코로나 백신 주사기 공개…박영선 “민관협력 성공모델”,2021.01.19.,https://www.seoul.co.kr/news/newsView.php?id=20210119500056&wlog_tag3=naver,박영선 백신
머니투데이,"박영선 ""코로나 백신 주사기, 2월 말 양산""",2021.01.12.,http://news.mt.co.kr/mtview.php?no=2021011215541263374,박영선 백신
뉴스핌,'잔량 최소화' 백신주사기 들어보이는 박영선 중기부 장관,2021.01.19.,http://www.newspim.com/news/view/20210119000212,박영선 백신
JTBC,[재·보선 토론] 박영선 vs 오세훈 '막판 쟁점'…양당 선대위 대변인,2021.04.05.,https://news.jtbc.joins.com/article/article.aspx?news_id=NB11999110,박영선 백신
서울경제,박영선 장관 “코로나19 백신 주사기 준비 중”,2021.01.01.,https://www.sedaily.com/NewsView/22H35JM16J,박영선 백신
한국경제,"박영선 캠프 보직 반납한 박주민…""의원직 사퇴라도 한 줄"" [여의도 브리핑]",2021.04.02.,https://www.hankyung.com/politics/article/2021040204067,박영선 백신
YTN,"[황출새]윤건영""박영선-오세훈 오늘 첫 TV토론, 우린 평소 실력으로..""",2021.03.29.,https://www.ytn.co.kr/_ln/0101_202103290831258385,박영선 백신
아시아투데이,[포토] 코로나19 백신 중앙접종센터 찾은 박영선,2021.02.18.,https://www.asiatoday.co.kr/view.php?key=20210218010011123,박영선 백신
뉴스핌,백신 접종 과정 지켜보는 박영선 서울시장 경선후보,2021.02.18.,http://www.newspim.com/news/view/20210218000930,박영선 백신
이데일리,[포토] 백신용 주사기 소개하는 박영선 장관,2021.01.19.,http://www.edaily.co.kr/news/newspath.asp?newsid=02200886628919360,박영선 백신
JTBC,[재·보선 토론] 박영선 vs 오세훈 '막판 쟁점'…양당 선대위 대변인,2021.04.05.,https://news.jtbc.joins.com/article/article.aspx?news_id=NB11999110,박영선 백신
서울경제,박영선 장관 “코로나19 백신 주사기 준비 중”,2021.01.01.,https://www.sedaily.com/NewsView/22H35JM16J,박영선 백신
한국경제,"박영선 캠프 보직 반납한 박주민…""의원직 사퇴라도 한 줄"" [여의도 브리핑]",2021.04.02.,https://www.hankyung.com/politics/article/2021040204067,박영선 백신
YTN,"[황출새]윤건영""박영선-오세훈 오늘 첫 TV토론, 우린 평소 실력으로..""",2021.03.29.,https://www.ytn.co.kr/_ln/0101_202103290831258385,박영선 백신
아시아투데이,[포토] 코로나19 백신 중앙접종센터 찾은 박영선,2021.02.18.,https://www.asiatoday.co.kr/view.php?key=20210218010011123,박영선 백신
뉴스핌,백신 접종 과정 지켜보는 박영선 서울시장 경선후보,2021.02.18.,http://www.newspim.com/news/view/20210218000930,박영선 백신
뉴스1,박영선 장관 '코로나19 백신 주사기 공개',2021.01.19.,https://www.news1.kr/photos/view/?4580827,박영선 백신
브릿지경제,"재보궐선거 13일간의 열전 돌입… 박영선 VS 오세훈, 김영춘 VS 박형준, 본격...",2021.03.25.,http://www.viva100.com/main/view.php?key=20210325010007308,박영선 백신
조선비즈,"박영선, K-주사기 개발 자신이 다한 듯 자랑…野 ""삼성에 숟가락 얹기 그만해...",2021.03.04.,https://biz.chosun.com/site/data/html_dir/2021/03/03/2021030302688.html?utm_source=naver&utm_medium=original&utm_campaign=biz,박영선 백신
뉴스1,코로나19 백신 주사기 선보이는 박영선 장관,2021.01.19.,https://www.news1.kr/photos/view/?4580821,박영선 백신
이데일리,[포토] 코로나19 백신용 주사기 소개하는 박영선 장관,2021.01.19.,http://www.edaily.co.kr/news/newspath.asp?newsid=02171366628919360,박영선 백신
브릿지경제,"재보궐선거 13일간의 열전 돌입… 박영선 VS 오세훈, 김영춘 VS 박형준, 본격...",2021.03.25.,http://www.viva100.com/main/view.php?key=20210325010007308,박영선 백신
조선비즈,"박영선, K-주사기 개발 자신이 다한 듯 자랑…野 ""삼성에 숟가락 얹기 그만해...",2021.03.04.,https://biz.chosun.com/site/data/html_dir/2021/03/03/2021030302688.html?utm_source=naver&utm_medium=original&utm_campaign=biz,박영선 백신
MBC,박영선 정책 행보 본격화…범여권 후보 단일화는 '출렁',2021.03.02.,https://imnews.imbc.com/replay/2021/nwdesk/article/6106759_34936.html,박영선 백신
국제뉴스,"박영선 ""코로나19 종식에 힘 모을 것"" 호소",2021.03.02.,http://www.gukjenews.com/news/articleView.html?idxno=2172562,박영선 백신
한국경제,"허은아 ""박영선, 도쿄 부동산은?…주사기 日 수출만 운운""",2021.02.21.,https://www.hankyung.com/politics/article/2021022122387,박영선 백신
뉴스1,"박영선 ""검증된 행정력과 추진력…일잘하는 시장이 강한 서울 만들 것""",2021.03.01.,https://www.news1.kr/articles/?4226695,박영선 백신
MBC,박영선 본격 정책 행보…범여권 후보 단일화 '출렁',2021.03.03.,https://imnews.imbc.com/replay/2021/nwtoday/article/6106923_34943.html,박영선 백신
이투데이,이낙연-박영선 ‘화기애애’…李 “3수생이라 준비돼”·朴 “종로 사무실 얻...,2021.02.18.,https://www.etoday.co.kr/news/view/1996358,박영선 백신
뉴스1,"박영선 ""검증된 행정력과 추진력…일잘하는 시장이 강한 서울 만들 것""",2021.03.01.,https://www.news1.kr/articles/?4226695,박영선 백신
MBC,박영선 본격 정책 행보…범여권 후보 단일화 '출렁',2021.03.03.,https://imnews.imbc.com/replay/2021/nwtoday/article/6106923_34943.html,박영선 백신
이투데이,이낙연-박영선 ‘화기애애’…李 “3수생이라 준비돼”·朴 “종로 사무실 얻...,2021.02.18.,https://www.etoday.co.kr/news/view/1996358,박영선 백신
한국경제,與 경선투표 첫날…박영선·우상호 '신경전',A6면 1단,https://www.hankyung.com/politics/article/2021022678501,박영선 백신
인천뉴스,"여당 서울시장 후보 박영선, 수락연설 뭘 담았나",2021.03.02.,http://www.incheonnews.com/news/articleView.html?idxno=400938,박영선 백신
더팩트,"박영선, 중앙예방접종센터 ""26일 K접종 시작"" 격려와 당부 전해 [TF사진관]",2021.02.18.,http://news.tf.co.kr/read/photomovie/1843850.htm,박영선 백신
뉴시스,박영선·우상호 與 경선 레이스 막바지…굳히기냐 뒤집기냐,2021.02.21.,http://www.newsis.com/view/?id=NISX20210219_0001345562&cID=10301&pID=10300,박영선 백신
아시아투데이,"박영선 ""풍림파마텍 월 1천만대 이상 생산 가능한 스마트공장 양산체계 구축…...",2021.01.19.,https://www.asiatoday.co.kr/view.php?key=20210119010010172,박영선 백신
주간한국,[배종찬 칼럼] 서울 민심이 차기 대선 좌우한다,2021-09-10,https://weekly.hankooki.com/lpage/politics/202109/wk20210910195119145880.htm?s_ref=nv,박영선 백신
조선비즈,"삼성이 지원해 한달만에 생산 성공…靑 ""백신주사기, K-방역의 신화""",2021.02.18.,https://biz.chosun.com/site/data/html_dir/2021/02/18/2021021802343.html?utm_source=naver&utm_medium=original&utm_campaign=biz,박영선 백신
중앙일보,"박영선 ""서울 정쟁 대상 아냐…봄 같은 시장 되겠다"" [전문]",2021.03.01.,https://news.joins.com/article/olink/23596987,박영선 백신
더팩트,"박영선, 중앙예방접종센터 ""26일 K접종 시작"" 격려와 당부 전해 [TF사진관]",2021.02.18.,http://news.tf.co.kr/read/photomovie/1843850.htm,박영선 백신
뉴시스,박영선·우상호 與 경선 레이스 막바지…굳히기냐 뒤집기냐,2021.02.21.,http://www.newsis.com/view/?id=NISX20210219_0001345562&cID=10301&pID=10300,박영선 백신
아시아투데이,"박영선 ""풍림파마텍 월 1천만대 이상 생산 가능한 스마트공장 양산체계 구축…...",2021.01.19.,https://www.asiatoday.co.kr/view.php?key=20210119010010172,박영선 백신
주간한국,[배종찬 칼럼] 서울 민심이 차기 대선 좌우한다,2021-09-10,https://weekly.hankooki.com/lpage/politics/202109/wk20210910195119145880.htm?s_ref=nv,박영선 백신
조선비즈,"삼성이 지원해 한달만에 생산 성공…靑 ""백신주사기, K-방역의 신화""",2021.02.18.,https://biz.chosun.com/site/data/html_dir/2021/02/18/2021021802343.html?utm_source=naver&utm_medium=original&utm_campaign=biz,박영선 백신
에너지경제,"풍림파마텍, 코로나 백신주사기 月 1000만개 생산…美FDA 승인 요청",2021.01.19.,https://www.ekn.kr/web/view.php?key=20210119010004025,박영선 백신
아시아경제,[포토] 바이러스 백신 개발 설명 듣는 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315474355203,박영선 백신
아시아경제,[포토] 백신 개발 연구실 방문한 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315474558346,박영선 백신
뉴스1,백신 개발 실험실 둘러보는 박영선 장관,2020.02.13.,http://news1.kr/photos/view/?4053300,박영선 백신
뉴시스,박영선·우상호 與 경선 레이스 막바지…굳히기냐 뒤집기냐,2021.02.21.,http://www.newsis.com/view/?id=NISX20210219_0001345562&cID=10301&pID=10300,박영선 백신
아시아투데이,"박영선 ""풍림파마텍 월 1천만대 이상 생산 가능한 스마트공장 양산체계 구축…...",2021.01.19.,https://www.asiatoday.co.kr/view.php?key=20210119010010172,박영선 백신
주간한국,[배종찬 칼럼] 서울 민심이 차기 대선 좌우한다,2021-09-10,https://weekly.hankooki.com/lpage/politics/202109/wk20210910195119145880.htm?s_ref=nv,박영선 백신
조선비즈,"삼성이 지원해 한달만에 생산 성공…靑 ""백신주사기, K-방역의 신화""",2021.02.18.,https://biz.chosun.com/site/data/html_dir/2021/02/18/2021021802343.html?utm_source=naver&utm_medium=original&utm_campaign=biz,박영선 백신
에너지경제,"풍림파마텍, 코로나 백신주사기 月 1000만개 생산…美FDA 승인 요청",2021.01.19.,https://www.ekn.kr/web/view.php?key=20210119010004025,박영선 백신
아시아경제,[포토] 바이러스 백신 개발 스타트업 둘러보는 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315480369434,박영선 백신
아시아경제,[포토] 백신 개발 연구실 방문한 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315474558346,박영선 백신
뉴스1,백신 개발 실험실 둘러보는 박영선 장관,2020.02.13.,http://news1.kr/photos/view/?4053300,박영선 백신
아주경제,"[한미정상회담 결산] 박영선, 삼성바이오-모더나 백신 계약 성사 막후에서 활...",2021.05.23.,http://www.ajunews.com/view/20210523152724931,박영선 백신
문화일보,"“尹의 입당, 우리에겐 신의 한수… 野 경선 ‘이벤트 요소’ 사라져”",11면 TOP,http://www.munhwa.com/news/view.html?no=2021090801031130120002,박영선 백신
아시아경제,[포토] 바이러스 백신 개발 연구소 둘러보는 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315473449713,박영선 백신
아시아경제,[포토] 백신 개발 연구실 방문한 박영선 장관,2020.02.13.,https://view.asiae.co.kr/article/2020021315474558346,박영선 백신
뉴스1,백신 개발 실험실 둘러보는 박영선 장관,2020.02.13.,http://news1.kr/photos/view/?4053300,박영선 백신
아주경제,"[한미정상회담 결산] 박영선, 삼성바이오-모더나 백신 계약 성사 막후에서 활...",2021.05.23.,http://www.ajunews.com/view/20210523152724931,박영선 백신
문화일보,"“尹의 입당, 우리에겐 신의 한수… 野 경선 ‘이벤트 요소’ 사라져”",11면 TOP,http://www.munhwa.com/news/view.html?no=2021090801031130120002,박영선 백신
뉴스1,"박영선 ""대한민국 경제 中心 '중기부'…늘 자랑스럽고 감사하다""",2021.07.26.,https://www.news1.kr/articles/?4383646,박영선 백신
아시아경제,[대선 D-6개월]'20대·코로나·북핵'이 내년 대선 승패 가른다,7면 TOP,https://view.asiae.co.kr/article/2021090814143006714,박영선 백신
데일리안,[데일리안 오늘뉴스 종합] 아스트라제네카 백신 접종 재개…30세 미만은 제외...,2021.04.11.,https://www.dailian.co.kr/news/view/981034/?sc=Naver,박영선 백신
오마이뉴스,"[백신 토론] '작정하고 트집' 오세훈, '허술한 방어' 박영선",2021.04.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002731786&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,박영선 백신
이데일리,"오세훈 ""백신 접종 OECD 꼴찌"" vs 박영선 ""경제성장률은 1등""",2021.03.31.,http://www.edaily.co.kr/news/newspath.asp?newsid=01148006628988896,박영선 백신
데일리안,[데일리안 오늘뉴스 종합] 아스트라제네카 백신 접종 재개…30세 미만은 제외...,2021.04.11.,https://www.dailian.co.kr/news/view/981034/?sc=Naver,박영선 백신
뉴스1,"박영선 ""가슴이 콩콩 뛴다…'세종시대' 중기부 새청사 궁금""",2021.07.26.,https://www.news1.kr/articles/?4383265,박영선 백신
오마이뉴스,"[백신 토론] '작정하고 트집' 오세훈, '허술한 방어' 박영선",2021.04.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002731786&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,박영선 백신
이데일리,"오세훈 ""백신 접종 OECD 꼴찌"" vs 박영선 ""경제성장률은 1등""",2021.03.31.,http://www.edaily.co.kr/news/newspath.asp?newsid=01148006628988896,박영선 백신
채널A,[여랑야랑]‘사라진 백신 휴가?’ / 오세훈 “박영선 후보님 칭찬합니다”,2021.03.28.,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000243881,박영선 백신
뉴스핌,"박영선, '정치적 고향' 구로서 출정식...첫 서울 선언은 ""고3 화이자 백신 접...",2021.03.25.,http://www.newspim.com/news/view/20210325000900,박영선 백신
뉴시스,"[4·7재보선]박영선 ""2%씩 지지 올릴 것""…고3 백신 접종 제안(종합)",2021.03.25.,http://www.newsis.com/view/?id=NISX20210325_0001383953&cID=10301&pID=10300,박영선 백신
e대한경제,박영선 출정식 개최…젊은 층 표심 겨냥 “고3 전원 백신 접종 실현”,2021.03.25.,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202103251443252480384,박영선 백신
인천뉴스,"박영선 후보 ""고3 수험생, 백신 맞추자"" 전격 제안",2021.03.26.,http://www.incheonnews.com/news/articleView.html?idxno=401352,박영선 백신
여성조선,"[슬기로운 해독뉴스 165] 박영선 ‘무인 편의점’ 발언 논란, “달나라에서 왔...",2021.03.25.,http://woman.chosun.com/client/news/viw.asp?cate=C08&mcate=M1001&nNewsNumb=20210375148,박영선 백신
여성조선,"[슬기로운 해독뉴스 165] 박영선 ‘무인 편의점’ 발언 논란, “달나라에서 왔...",2021.03.25.,http://woman.chosun.com/client/news/viw.asp?cate=C08&mcate=M1001&nNewsNumb=20210375148,박영선 백신
